ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,WikiQID,ULAN
450,Rudolf Belling,"German, 1886–1972",German,M,1886,1972,Q215029,500087529
451,Mario Bellini,"Italian, born 1935",Italian,M,1935,0,Q1360756,500014815
452,Hans Bellmer,"German, 1902–1975",German,M,1902,1975,Q213703,500018770
453,Ernest J. Bellocq,"American, 1873–1949",American,M,1873,1949,Q712326,500060703
455,George Bellows,"American, 1882–1925",American,M,1882,1925,Q167132,500003261
456,Rossella Bellusci,"Italian, born 1947",Italian,F,1947,0,,
457,Giandomenico Belotti,"Italian, born 1922",Italian,M,1922,0,,
458,Christian Belpaire,"Congolese, 1949–2003",Congolese,M,1949,2003,,
459,Antoli Pawlowitsch Belski,"Russian, 1896–1971",Russian,M,1896,1971,,
461,David Ben Shaul,Israeli,Israeli,M,0,0,,
462,Ahron Ben-Shmuel,"American, 1903–1984",American,M,1903,1984,,
463,Ben-Zion,"American, born Ukraine. 1897–1987",American,M,1897,1987,,
464,Adolf Benca,"American, born 1959",American,M,1959,0,,
465,W. T. Benda,"American, 1873–1948",American,M,1873,1948,,
467,Niels Sylvester Bendtsen,"Danish, born 1943",Danish,M,1943,0,,
468,Nair Benedicto,"Brazilian, born 1940",Brazilian,F,1940,0,,
469,Luis Fernando Benedit,"Argentine, 1937–2011",Argentine,M,1937,2011,Q9024950,500018458
470,G. A. Beneker,"American, 1882–1934",American,M,1882,1934,,
471,Lynda Benglis,"American, born 1941",American,F,1941,0,Q538986,500092195
472,Billy Al Bengston,"American, born 1934",American,M,1934,0,Q4912103,500015413
473,Jim Bengston,"American, born 1942",American,M,1942,0,,
474,Anthony Benjamin,British,British,M,0,0,,
475,Gordon Bennett,"American, 1933–2012",American,M,1933,2012,,
476,Henry Hamilton Bennett,"American, born Canada. 1843–1908",American,M,1843,1908,Q5628273,500019160
478,Ward Bennett,"American, 1917–2003",American,M,1917,2003,Q7968974,500066150
481,David Bentley,"American, born 1938",American,M,1938,0,,
482,Nicholas Bentley,"British, 1907–1978",British,M,1907,1978,Q7029528,500043306
483,Thomas Hart Benton,"American, 1889–1975",American,M,1889,1975,Q471764,500005998
484,Roloff Beny,"Canadian, 1924–1984",Canadian,M,1924,1984,,
485,Etienne (Istvan) Béothy,"Hungarian, 1897–1962",Hungarian,M,1897,1962,,
486,Christian Bérard,"French, 1902–1949",French,M,1902,1949,Q1079125,500032124
487,Roberto Berdecio,"Bolivian, 1913–1996",Bolivian,M,1913,1996,Q7351596,500122205
488,Vera Berdich,"American,1915–2003",American,F,1915,2003,,
489,Ed Bereal,"American, born 1937",American,M,1937,0,,
490,Stephen Lynn Berens,"American, born 1952",American,M,1952,0,,
492,Charles Berger,"American, born 1943",American,M,1943,0,,
493,Jason Berger,"American, 1924–2010",American,M,1924,2010,,
495,Hagbard Elis Bergh,"Swedish, 1881–1954",Swedish,M,1881,1954,,
496,Håkan Bergkvist,"Swedish, born 1946",Swedish,M,1946,0,,
497,Ella Bergmann-Michel,"German, 1896–1971",German,F,1896,1971,,
498,Paul Bergtold,"American, born 1942",American,M,1942,0,,
501,Henryk Berlewi,"Polish, 1894–1967",Polish,M,1894,1967,Q709033,500032191
502,Eugene Berman,"American, born Russia. 1899–1972",American,M,1899,1972,Q1373050,500028943
503,Mieczyslaw Berman,"Polish, 1903–1975",Polish,M,1903,1975,Q7941133,500084460
504,Sarah Berman,"American,1895–1957",American,F,1895,1957,,
505,Wallace Berman,"American, 1926–1976",American,M,1926,1976,Q7962743,500025293
506,Zeke Berman,"American, born 1951",American,M,1951,0,,500333537
507,Cundo Bermúdez,"Cuban, 1914–2008",Cuban,M,1914,2008,,
508,José Ygnacio Bermudez,"Cuban, 1922–1988",Cuban,M,1922,1988,,
510,Camille Bernabé,"French, born 1808?",French,M,1808,1900,,
511,Émile Bernard,"French, 1868–1941",French,M,1868,1941,Q264193,500012925
512,Francis Bernard,"French, 1900–1979",French,M,1900,1979,,
513,Valère Bernard,"French, 1860–1936",French,M,1860,1936,,
514,Jerry Berndt,"American, 1943–2013",American,M,1943,2013,,
515,Lucian Bernhard,"American, born Germany. 1883–1972",American,M,1883,1972,Q472989,
516,Ruth Bernhard,"American, born Germany. 1905–2006",American,F,1905,2006,Q2177580,500105646
517,Antonio Berni,"Argentine, 1905–1981",Argentine,M,1905,1981,,
518,Janez Bernik,"Yugoslav, 1933–2016",Yugoslav,M,1933,2016,Q1502530,500029793
519,Judith Bernstein,"American, born 1942",American,F,1942,0,,
520,Richard Bernstein,"American, 1939–2002",American,M,1939,2002,,
521,Jean Berque,"French, 1896–1954",French,M,1896,1954,,
522,Miguel Ortiz Berrocal,"Spanish, 1933–2006",Spanish,M,1933,2006,Q586843,500037927
526,Berthold-Mahn (Charles Désiré),"French, 1893–1975",French,M,1893,1975,,
527,René Bertholo,"Portuguese, 1935–2005",Portuguese,M,1935,2005,Q10359463,
528,Paul Berthon,"French, 1872–1909",French,M,1872,1909,Q2178796,500006763
529,Jake Berthot,"American, 1939–2014",American,M,1939,2014,,500014747
530,Gianni Bertini,"Italian, born 1922",Italian,M,1922,0,,
531,Harry Bertoia,"American, born Italy. 1915–1978",American,M,1915,1978,Q2551765,500032341
532,Emilio Bertonati,Italian,Italian,M,0,0,,
533,Albert Besnard,"French, 1849–1934",French,M,1849,1934,Q424348,500030831
534,Forrest Bess,"American, 1911–1977",American,M,1911,1977,Q5470435,500099698
535,Ruth Bessoudo Courvoisier,"Brazilian, born Germany. 1914–2015",Brazilian,F,1914,2015,,
536,Alan Randall Best,"Canadian, born 1958",Canadian,M,1958,0,,
537,William Betsch,American,American,M,0,0,,
538,Pierre Betz,"French, 1899–1969",French,M,1899,1969,,
539,Wim Beuning,"Dutch, 1914–1986",Dutch,M,1914,1986,,
540,Joseph Beuys,"German, 1921–1986",German,M,1921,1986,Q153965,500024607
541,Art Bevacqua,Nationality unknown,Nationality unknown,M,0,0,,
542,Thomas Bewick,"British, 1753–1828",British,M,1753,1828,,
544,Jyoti Bhatt,"Indian, born 1934",Indian,M,1934,0,,
545,Domenico Bianchi,"Italian, born 1955",Italian,M,1955,0,,
546,Pamela Bianco,"American, born England. 1906–1994",American,F,1906,1994,,
547,Fulvio Bianconi,"Italian, 1915–1996",Italian,M,1915,1996,,
548,Carl Bianga,German,German,M,0,0,,
549,Alberto Biasi,"Italian, born 1937",Italian,M,1937,0,Q3608150,500128155
550,Guido Biasi,"Italian, born 1933",Italian,M,1933,0,,
551,Ashley Bickerton,"British, born 1959",British,M,1959,0,Q4805366,500118758
553,George Biddle,"American, 1885–1973",American,M,1885,1973,Q5536970,500005782
554,Charles Biederman,"American, 1906–2004",American,M,1906,2004,Q15429307,500031104
555,James Biederman,"American, born 1947",American,M,1947,0,Q19958994,
556,Aenne Biermann,"German, 1898–1933",German,F,1898,1933,,
557,Wilson Bigaud,"Haitian, 1931–2010",Haitian,M,1931,2010,Q3057700,500077121
559,Max Bill,"Swiss, 1908–1994",Swiss,M,1908,1994,Q123454,500005369
560,Joseph Binder,"American, 1898–1972",American,M,1898,1972,Q1706624,500030625
561,Ilse Bing,"American, born Germany. 1899–1998",American,F,1899,1998,Q85719,500007274
562,Robert J. Bingham,"British, 1824–1870",British,M,1824,1870,Q16214312,500015888
563,Manfred Bingler,"Swiss, born 1928",Swiss,M,1928,0,,
564,Peter Birkhauser,"Swiss, 1911–1976",Swiss,M,1911,1976,Q678067,500345161
565,Robert Birmelin,"American, born 1933",American,M,1933,0,,
566,Werner Bischof,"Swiss, 1916–1954",Swiss,M,1916,1954,Q120369,500070840
567,Elmer Bischoff,"American, 1916–1991",American,M,1916,1991,Q3051555,500000068
568,Isabel Bishop,"American, 1902–1988",American,F,1902,1988,,
569,James Bishop,"American, born 1927",American,M,1927,0,,
570,Michael Bishop,"American, 1946–2016",American,M,1946,2016,,
571,Maureen Bisilliat,"American, born England 1931",American,F,1931,0,,
572,Antonio Bisquert Pérez,"Spanish, 1906–1990",Spanish,M,1906,1990,,
573,Julius Bissier,"German, 1893–1965",German,M,1893,1965,Q872641,500008365
574,Roger Bissière,"French, 1888–1964",French,M,1888,1964,Q518444,500021487
575,George Bissill,"British, 1896–1973",British,M,1896,1973,,
576,Auguste-Rosalie Bisson,"French, 1826–1900",French,M,1826,1900,Q477709,500036839
577,Louis-Auguste Bisson,"French, 1814–1876",French,M,1814,1876,Q127287,500020179
578,Arnold Bittleman,"American, 1933–1985",American,M,1933,1985,,
579,Dolores Dembus Bittleman,"American, born 1931",American,F,1931,0,,
580,Ion Bitzan,"Romanian, 1924–1997",Romanian,M,1924,1997,,
581,Judith Black,"American, born 1945",American,F,1945,0,,
582,James Wallace Black,"American, 1825–1896",American,M,1825,1896,Q289479,500006013
583,Roman Black,Nationality unknown,Nationality unknown,M,0,0,,
584,Wendell Black,"American, 1919–1972",American,M,1919,1972,,
585,Elizabeth Blackadder,"British, born 1931",British,F,1931,0,,
586,Morris Blackburn,"American, 1902–1979",American,M,1902,1979,,
587,Tom Blackwell,"American, born 1938",American,M,1938,0,,
588,Ronald Bladen,"American, 1918–1988",American,M,1918,1988,Q1261891,500077632
589,Nell Blaine,"American, 1922–1996",American,F,1922,1996,Q6990000,500016457
590,Jean-Charles Blais,"French, born 1956",French,M,1956,0,,
591,Jeffrey Blake,"American, born 1954",American,M,1954,0,,
592,Peter Blake,"British, born 1932",British,M,1932,0,Q504611,500021263
593,Camilo (Jésus Sanchez Urteaga) Blas,"Peruvian, 1903–1985",Peruvian,M,1903,1985,,
594,Werner Blaser,"Swiss, born 1924",Swiss,M,1924,0,Q1715499,500030955
595,Edwin Howland Blashfield,"American, 1848–1936",American,M,1848,1936,,
597,Ross Bleckner,"American, born 1949",American,M,1949,0,Q1711445,500118722
599,René Bleibtreu,"French, born 1920",French,M,1920,0,,
602,André Bloc,"French, born Algeria, 1896–1966",French,M,1896,1966,,
603,Albert Bloch,"American, 1882–1961",American,M,1882,1961,,
604,Julius Thiengen Bloch,"American, 1888–1966",American,M,1888,1966,,
605,Pierrette Bloch,"French, born 1928",French,F,1928,0,Q3387890,
606,Clarence Lincoln Block,Nationality unknown,Nationality unknown,M,0,0,,
607,Gay Block,"American, born 1942",American,F,1942,0,Q5528548,
608,Barbara Bloom,"American, born 1951",American,F,1951,0,Q807360,500057050
609,Hyman Bloom,"American, born Latvia. 1913–2009",American,M,1913,2009,Q11105744,500022094
610,Vern Blosum,"American, 1936–2017",American,M,1936,2017,,
611,Sandra Blow,"British, 1925–2006",British,F,1925,2006,Q7416550,500015905
612,Oscar Bluemner,"American, born Germany. 1867–1938",American,M,1867,1938,Q215773,500027801
613,Norman Bluhm,"American, 1920–1999",American,M,1920,1999,Q321158,500027802
614,Donald Blumberg,"American, born 1935",American,M,1935,0,,
615,Anna Blume,"German, 1937–2020",German,F,1937,2020,,
616,Bernhard Blume,"German, 1937–2011",German,M,1937,2011,,
617,Peter Blume,"American, 1906–1992",American,M,1906,1992,Q2990693,500028254
618,Erwin Blumenfeld,"German, 1897–1969",German,M,1897,1969,Q71827,500022598
623,Marcello Boccacci,"Italian, 1914–1996",Italian,M,1914,1996,,
624,Umberto Boccioni,"Italian, 1882–1916",Italian,M,1882,1916,Q152797,500012624
625,Mel Bochner,"American, born 1940",American,M,1940,0,Q1485390,500032444
626,Bengt Böckman,"Swedish, born 1936",Swedish,M,1936,0,,
627,Peter Bodner,Nationality unknown,Nationality unknown,M,0,0,,
630,Alighiero Boetti,"Italian, 1940–1994",Italian,M,1940,1994,Q556337,500053938
631,Marinus Boezem,"Dutch, born 1934",Dutch,M,1934,0,Q477388,500073961
632,Ricardo Bofill,"Spanish, born 1939",Spanish,M,1939,0,Q316413,500022547
633,Arthur Emil Bofinger,"Swiss, born 1909",Swiss,M,1909,0,,
634,Jóhanna Boga,Icelandic,Icelandic,F,0,0,,
635,Varujan Boghosian,"American, born 1926",American,M,1926,0,,
636,Theodor Bogler,"German, 1897–1968",German,M,1897,1968,Q2417367,
637,Alexander Bogomazov,"Russian, 1880–1930",Russian,M,1880,1930,Q1984317,500023043
638,Blythe Bohnen,"American, born 1940",American,F,1940,0,Q15451740,500030071
639,Olaf von Bohr,"Austrian, born 1927",Austrian,M,1927,0,,
640,Karl Bohrmann,"German, 1928–1998",German,M,1928,1998,,
641,Bruce Boice,"American, born 1941",American,M,1941,0,,
642,Charles Boily,French,French,M,0,0,,
644,Richard Boix,"Spanish, 1894–1949",Spanish,M,1894,1949,,
645,Jakob (Jack) Friedrich Bollschweiler,"German, 1888–1938",German,M,1888,1938,,
646,Roger Bolomey,"American, born 1918",American,M,1918,0,,
647,Jay Bolotin,"American, born 1949",American,M,1949,0,,
648,Ilya Bolotowsky,"American, born Russia. 1907–1981",American,M,1907,1981,Q4091000,500014068
649,Christian Boltanski,"French, born 1944",French,M,1944,0,Q705225,500083011
650,Michael Bolus,"British, born South Africa. 1934–2013",British,M,1934,2013,,
651,David Bomberg,"British, 1890–1957",British,M,1890,1957,Q734355,500014864
652,Camille Bombois,"French, 1883–1970",French,M,1883,1970,Q683264,500024562
653,Giorgio Bompadre,Italian,Italian,M,0,0,,
654,Bona,"Italian, born 1926",Italian,F,1926,0,,
655,Claus Bonderup,"Danish, born 1943",Danish,M,1943,0,Q5581593,500018481
656,Emile Bondonneau,French,French,M,0,0,,
657,Muirhead Bone,"British, 1876–1953",British,M,1876,1953,Q5581681,500000110
658,Antonio Bonet,"Spanish, 1913–1989",Spanish,M,1913,1989,,500035947
659,Rodolfo Bonetto,"Italian, 1929–1991",Italian,M,1929,1991,Q2161208,
660,Marcelo Bonevardi,"Argentine, 1929–1994",Argentine,M,1929,1994,Q6756509,500019920
661,Felix Bonfils,"French, 1831–1885",French,M,1831,1885,Q2915801,500016696
662,Dusti Bongé,"American, 1903–1993",American,F,1903,1993,,
664,Paolo Boni,"Italian, born 1926",Italian,M,1926,0,,
665,Pierre Bonnard,"French, 1867–1947",French,M,1867,1947,Q26408,500115555
666,William Bonnell,American,American,M,0,0,,
668,Maria Bonomi,"Brazilian, born 1935",Brazilian,F,1935,0,Q10325755,
669,Robert Bononno,American,American,M,0,0,,
670,Lee Bontecou,"American, born 1931",American,F,1931,0,Q276372,500024833
671,Fabio Bonzi,"Italian, born 1943",Italian,M,1943,0,,
673,Peter Booth,"Australian, born 1940",Australian,M,1940,0,Q7172881,500088023
674,Osvaldo Borda,"Argentine, born 1929",Argentine,M,1929,0,,
675,Enrico Bordoni,"Italian, 1904–1969",Italian,M,1904,1969,,
676,Paul-Émile Borduas,"Canadian, 1905–1960",Canadian,M,1905,1960,Q360286,500008086
677,Wendela Boreel,"British, 1895–1985",British,F,1895,1985,,
678,Francisco Borès,"Spanish, 1898–1972",Spanish,M,1898,1972,Q1406524,500031770
679,Norah Borges de Torre,"Argentine, 1901–1998",Argentine,F,1901,1998,Q3343469,500185694
682,Jonathan Borofsky,"American, born 1942",American,M,1942,0,Q321527,500022042
684,Arnold von Borsig,German,German,M,0,0,,
685,Elena Borstein,"American, born 1946",American,F,1946,0,,
686,Sándor (Alexander) Bortnyik,"Hungarian, 1893–1976",Hungarian,M,1893,1976,Q562814,500026527
687,Fritz Boscovits,"Swiss, 1871–1965",Swiss,M,1871,1965,,
688,Derek Boshier,"British, born 1937",British,M,1937,0,Q5261826,500004033
689,Richard Bosman,"Australian, born India 1944",Australian,M,1944,0,Q21071066,500010976
690,Michael P. Bosniak,American,American,M,0,0,,
691,Rodolphe-Théophile Bosshard,"Swiss, 1889–1960",Swiss,M,1889,1960,,
692,Check  Boterf,"American, born 1934",American,M,1934,0,,
693,Fernando Botero,"Colombian, born 1932",Colombian,M,1932,0,Q272877,500004359
694,Dorr Bothwell,"American, 1902–2000",American,F,1902,2000,Q5298723,500096320
696,Mario Botta,"Swiss, born 1943",Swiss,M,1943,0,Q122363,500015342
697,Kenneth J. Botto,"American, 1937–2008",American,M,1937,2008,,
698,Édouard Boubat,"French, 1923–1999",French,M,1923,1999,Q274241,500001755
699,René Robert Bouché,"American, 1905–1963",American,M,1905,1963,Q7313672,500043549
700,Jean Boucher,French,French,M,0,0,,
701,Alice Boughton,"American, 1865–1943",American,F,1865,1943,Q440673,500076205
703,Firmin Bouisset,"French, 1859–1925",French,M,1859,1925,,
704,Bart Boumans,Dutch,Dutch,M,0,0,,
705,Christine Boumeester,"Dutch, 1904–1971",Dutch,F,1904,1971,,
706,Louis Bouquet,"French, 1885–1952",French,M,1885,1952,,
707,Harry Bouras,"American, 1931–1993",American,M,1931,1993,,
708,Émile-Antoine Bourdelle,"French, 1861–1929",French,M,1861,1929,Q314350,500028923
710,Louise Bourgeois,"American, born France. 1911–2010",American,F,1911,2010,Q159409,500057350
711,Fergus Bourke,"Irish, 1934–2004",Irish,M,1934,2004,,
712,Margaret Bourke-White,"American, 1904–1971",American,F,1904,1971,Q238364,500023145
713,Samuel Bourne,"British, 1834–1912",British,M,1834,1912,Q337475,500022534
715,Jean-Louis Boussingault,"French, 1883–1943",French,M,1883,1943,,
716,Henri Boutet,"French, 1851–1919",French,M,1851,1919,,
718,Lynn Bowers,"American, born Canada 1932",American,M,1932,0,,
719,Frank Bowling,"Guyanese, born 1934",Guyanese,M,1934,0,,
720,Stanley Boxer,"American,1926–2000",American,M,1926,2000,Q7599492,500028179
721,Fiske Boyd,"American, 1895–1975",American,M,1895,1975,,
722,Fionnuala Boyd,"British, born 1944",British,F,1944,0,Q17708736,500021130
723,James Henderson Boyd,"Canadian, 1928–2002",Canadian,M,1928,2002,,
724,Mark Boyle,"British, born 1934",British,M,1934,0,Q6766809,500053939
725,James Boynton,"American,1928–2010",American,M,1928,2010,,
726,Paul Brach,"American,1924–2007",American,M,1924,2007,Q7149478,500018752
727,Angel Bracho,"Mexican, 1911–2005",Mexican,M,1911,2005,,
728,M. Leone Bracker,"American, 1885–1937",American,M,1885,1937,,
729,Su Braden,"British, born 1940",British,F,1940,0,,
730,Martin Bradley,British,British,M,0,0,,
731,Paul Bradley,"American, born 1960",American,M,1960,0,,
732,William Bradley,"American, 1868–1962",American,M,1868,1962,Q1357158,500010977
733,Dove Bradshaw,"American, born 1949",American,M,1949,0,,
734,Mathew B. Brady (studio of),"American, 1823–1896",American,M,1823,1896,Q187850,500126201
736,Joe Brainard,"American, 1942–1994",American,M,1942,1994,Q1691342,500027180
737,Emile Branchard,"American, 1881–1938",American,M,1881,1938,,
738,Constantin Brâncuși,"Romanian and French, born Romania. 1876–1957",French,M,1876,1957,Q153048,500016157
739,Hans Brand,German,German,M,0,0,,
740,Bill Brandt,"British, born Germany. 1904–1983",British,M,1904,1983,Q63184,500026943
741,Marianne Brandt,"German, 1893–1983",German,F,1893,1983,Q456521,500019983
742,Robert Brandwein,"American, 1933–1972",American,M,1933,1972,,
