,Title,Artist,dateCreated,Department,dateAcquired,URL,Gender,Nationality,Nation,country_code,Divide,Region,Source
123397,"Rawums. Texte zum Thema,",Martin Kippenberger,1984,Still Images,2015,http://www.moma.org/collection/works/195093,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123398,"Die I.N.P.-Bilder,",Martin Kippenberger,1984,Still Images,2015,http://www.moma.org/collection/works/195094,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123399,"Geoma-Plan. Neurologisches Experiment mit der Macht.,","Martin Kippenberger, Georg Herold",1984,Still Images,2015,http://www.moma.org/collection/works/195095,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123400,"Gedichte,","Martin Kippenberger, Albert Oehlen",1984,Still Images,2015,http://www.moma.org/collection/works/195096,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123401,"Für Albert Oehlen! 17.9.54-17.9.84. Abschied Vom Jugendbonus! Vom Einfachsten Nach Hause,",Martin Kippenberger,1984,Still Images,2015,http://www.moma.org/collection/works/195097,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123402,"1984. Wie es wirklich war am Beispiel Knokke,",Martin Kippenberger,1985,Still Images,2015,http://www.moma.org/collection/works/195098,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123403,"Arbeiten Mit Papier 1983/85,",Martin Kippenberger,1985,Still Images,2015,http://www.moma.org/collection/works/195099,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123404,"23 Viergrautonvorschläge für die Modernisierung des Rückenschwimmers,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195100,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123405,"14.000.000,—Für ein Hallöchen,","Martin Kippenberger, Albert Oehlen",1986,Still Images,2015,http://www.moma.org/collection/works/195102,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123406,No Problem - no problème,"Martin Kippenberger, Albert Oehlen",1986,Still Images,2015,http://www.moma.org/collection/works/195103,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123407,"Miete Strom Gas,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195104,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123408,"Endlich 2,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195105,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123409,"Endlich 1,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195106,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123410,"Endlich 3, Finally 3",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195107,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123411,"Sand in der Vaseline,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195108,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123412,"Calma-Trio: 1986. Jazz zum Fixsen,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195109,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123413,"241 Bildtitel zum Ausleihen für Künstler,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195110,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123414,"Zeichnungen über eine Ausstellung,",Martin Kippenberger,1986,Still Images,2015,http://www.moma.org/collection/works/195111,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123415,"Le R.K. Le Radius Kronenbourg,","Martin Kippenberger, Werner Büttner, Albert Oehlen, Markus Oehlen",1987,Still Images,2015,http://www.moma.org/collection/works/195112,"M, M, M, M","German, German, German, German",missing,missing,missing,missing,MoMA (sampled)
123416,Peter,Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195113,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123417,"Anlehnungsbedürfnis 86,","Martin Kippenberger, Michael Krebber, Günther Förg",1987,Still Images,2015,http://www.moma.org/collection/works/195114,"M, M, M","German, German, German",missing,missing,missing,missing,MoMA (sampled)
123418,"Einfach geht der Applaus zugrunde,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195115,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123419,"Petra,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195116,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123420,"Broken Neon. Steirischer Herbst 87,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195117,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123421,"Camera Austria, no. 24,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195118,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123422,Peter 2-II,Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195119,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123423,Peter 2,Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195120,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123424,"Gedichte. Zweiter Teil,","Martin Kippenberger, Albert Oehlen",1987,Still Images,2015,http://www.moma.org/collection/works/195121,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123425,"Apex. Zeitschrift für Kunst, Kultur, Fotografie, no. 1,","Martin Kippenberger, Albert Oehlen",1987,Still Images,2015,http://www.moma.org/collection/works/195122,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123426,"Polytexte. The Words Meet The Objects,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195123,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123427,"Die Reise nach Jerusalem,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195124,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123428,"67 Improved Papertigers Not Afraid of Repetition,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195125,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123429,"Café Central. Skizze zum Entwurf einer Romanfigur,",Martin Kippenberger,1987,Still Images,2015,http://www.moma.org/collection/works/195126,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123430,"Nochmal Petra,",Martin Kippenberger,1988,Still Images,2015,http://www.moma.org/collection/works/195127,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123431,"Psychobuildings,",Martin Kippenberger,1988,Still Images,2015,http://www.moma.org/collection/works/195128,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123432,"Obras Recientes,","Martin Kippenberger, Albert Oehlen",1989,Still Images,2015,http://www.moma.org/collection/works/195129,"M, M","German, German",missing,missing,missing,missing,MoMA (sampled)
123433,"Input-Output. Umzüge 1957–1988,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195130,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123434,"Die Fahrt Ins Freilichtmuseum. Eurobummel Teil II,","Martin Kippenberger, Luis Claramunt, Michael Krebber, Sven-Åke Johansson",1989,Still Images,2015,http://www.moma.org/collection/works/195131,"M, missing, M, missing","German, Catalan, German, Swedish",missing,missing,missing,missing,MoMA (sampled)
123435,"Michael,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195132,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123436,Michi,Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195133,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123437,"Kippenbergerweg 25-2-53. Plakate 1,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195134,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123438,"Que calor II 25-2-53,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195135,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123439,"Collages 1989,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195136,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123440,"En cas de réclamation les sentiments vous seront remboursés,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195137,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123441,"Crteži,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195138,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123442,"Wolfgang Bauer: La Sonrisa de Brian de Palma,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195139,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123443,Ohne Titel,Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195140,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123444,Gelenke I ,Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195141,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123445,"Don Quijote de la Mancha,",Martin Kippenberger,1989,Still Images,2015,http://www.moma.org/collection/works/195142,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123446,"Martin Kippenberger ,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195143,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123447,"Jetzt geh ich im den Birkenwald denn meine Pillen wirken bald ,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195144,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123448,"Schwarz Brot Gold,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195145,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123452,"Heimweh Highway 90,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195161,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123453,"Untouched & Unprinted Paper,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195162,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123454,"Eine Handvoll vergessener Tauben,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195163,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123455,"Fama & Fortune Bulletin, no. 5,",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195164,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123456,"Lettre International, no. 11. Dankeschoen.",Martin Kippenberger,1990,Still Images,2015,http://www.moma.org/collection/works/195165,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123457,"Heavy Mädel ,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195166,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123458,"Die bunte Welt des Kanarienvogels,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195167,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123459,"Walter Grond: Das Feld,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195168,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123460,"I Had A Vision,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195169,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123461,"Virtuosen vor dem Berg,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195171,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123462,"T.K. (D.T.) [Tiefes Kehlchen (Deep Throat)],",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195172,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123463,Ten Years After,Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195173,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123464,"Die Welt des grünen Kanarienvogels,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195174,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123465,"The Canary Searching for a Port in the Storm,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195175,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123466,"Give Me a Hand Before I Call You Back. 2 Semester Kippenberger,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195176,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123467,"William Holden Company: The Hot Tour,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195177,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123468,"Heavy Burschi,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195179,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123469,"New Editions,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195180,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123470,"Dieses Leben kann nicht die Ausrede für das nächste sein,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195181,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123471,"Fred the Frog Rings the Bell Once a Penny Two a Penny Hot Cross Burns,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195182,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123472,"Mensch Geht Mir Ein Licht Auf. Gut Ausgeleuchtete VorWeihnachtliche Ausstellung An Leopoldstrasse ,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195183,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123473,"Hotel-Hotel ,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195184,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123474,"Erfreuliche Klasse Kippenberger: Worm Works,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195185,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123475,"Manuskripte. Zeitschrift für Literatur, no. 116,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195186,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123476,"Malen ist Wahlen,","Martin Kippenberger, Werner Büttner, Albert Oehlen",1992,Still Images,2015,http://www.moma.org/collection/works/195187,"M, M, M","German, German, German",missing,missing,missing,missing,MoMA (sampled)
123477,"Malen ist Wahlen,","Martin Kippenberger, Werner Büttner, Albert Oehlen",1992,Still Images,2015,http://www.moma.org/collection/works/195188,"M, M, M","German, German, German",missing,missing,missing,missing,MoMA (sampled)
123478,"Nikdo nepomůže nikomu | Das Gute muß gut sein,","Martin Kippenberger, Michael Krebber, Albert Oehlen, Jörg Schlick",1992,Still Images,2015,http://www.moma.org/collection/works/195189,"M, M, M, M","German, German, German, Austrian",missing,missing,missing,missing,MoMA (sampled)
123479,"Martin Kippenberger,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195190,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123480,"Old Vienna Posters,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195191,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123481,"Sonne Busen Hammer, no. 1",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195192,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123482,"Sonne Busen Hammer, no. 2",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195193,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123483,"Sonne Busen Hammer, no. 3",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195194,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123484,"Sonne Busen Hammer, no. 4",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195195,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123485,"Sonne Busen Hammer, no. 5",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195196,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123486,"Sonne Busen Hammer, no. 6",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195197,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123487,"Sonne Busen Hammer, no. 7",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195198,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123488,"Sonne Busen Hammer, no. 9",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195199,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123489,"Sonne Busen Hammer, no. 10",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195200,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123490,"Sonne Busen Hammer, no. 11",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195201,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123491,"Sonne Busen Hammer, no. 12",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195202,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123492,"Sonne Busen Hammer, no. 13",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195203,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123493,"Sonne Busen Hammer, no. 14",Martin Kippenberger,1995,Still Images,2015,http://www.moma.org/collection/works/195204,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123494,"Mond Tritt Schwanz, no. 1",,1993,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123495,"Kippenberger-Kippenberger-Kippenberger,",Martin Kippenberger,1992,Still Images,2015,http://www.moma.org/collection/works/195206,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123496,"Candidature à une rétrospective,",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195208,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123497,"Pictures of an Exhibition,",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195231,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123498,"Afb. [Abb.] [fig.] The Happy End of Franz Kafka's 'Amerika',",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195232,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123499,"Jörg Schlick: Ein Einstellungsgespräch,",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195233,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123500,"The Happy End of Franz Kafka's Amerika. Tisch 3. Zwecks Einstellungsgesprâch,",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195234,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123501,"Rüediger Carl: Einstellungsgespräch Tisch Nr. 54. Dialog Für Zwei Akkordeons Zum Thema: Das Glückliche Ende Von Franz Kafka´s „Amerika“ ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195235,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123502,"Walter Grond: Der Schoppenhauer: Ein Schauspiel. Tisch 32 ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195236,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123503,"Werner Büttner & Daniel Richter: Toll,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195237,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123504,"Diedrich Diederichsen & Roberto Ohrt: Mehr Rauchen! Der Zigarettentester Im Test,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195238,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123505,"B. Gespräeche Mit Martin Kippenberger. Tisch 17,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195239,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123506,"Michel Wuerthle: Embauche Au Balkan. 24 Elastische Seiten Zum Thema Einstellungsgespraeche oder ""The Happy End Of Franz Kafka´s Amerika“ ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195240,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123507,"Heliod Spiekermann: Frech Und Ungewoehnlich Am Beispiel Kippenberger | Fresh And Unusual Kippenberger In Mind,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195241,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123508,"Herbert Fuchs: Einstellungsgespraech. Roman ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195242,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123509,"Kippenberger Fanden Wir Schon Immer Gut. Familie Graesslin ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195243,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123510,"Kippenberger Fanden Wir Schon Immer Gut. Familie Graesslin ,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195244,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123511,"MOMAS. Museum of Modern Art Syros,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195245,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123512,"PostcardBook,",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195246,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123513,"Hotel Hotel Hotel ,",Martin Kippenberger,1995,Still Images,2015,http://www.moma.org/collection/works/195247,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123514,"Marcus Geiger, Martin Kippenberger, Peter Kogler, Franz West, Can Yasargil, Heimo Zobernig, Johann Widauer. Collectors Choice,",Martin Kippenberger,1996,Still Images,2015,http://www.moma.org/collection/works/195248,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123515,"Vergessene Einrichtungsprobleme in der Villa Hügel (Villa Merkel) | Forgotten Interior Design Problems at Home,",Martin Kippenberger,1996,Still Images,2015,http://www.moma.org/collection/works/195249,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123516,"Michel Wûrthle: Appetiti ,",Martin Kippenberger,1996,Still Images,2015,http://www.moma.org/collection/works/195250,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123517,"Sonne Busen Hammer, no. 15. Die Exjunggesellennummer.,",Martin Kippenberger,1996,Still Images,2015,http://www.moma.org/collection/works/195251,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123518,"Kippenberger sans peine | Kippenberger leicht gemacht,",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195252,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123519,"Der Eiermann und seine Ausleger,",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195253,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123520,"Martin Kippenberger, The Happy End of Franz Kafka's 'Amerika'. Théodore Géricault, Le Radeau de la Méduse (Version 1),",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195254,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123521,"Martin Kippenberger, The Happy End of Franz Kafka's 'Amerika'. Théodore Géricault, Le Radeau de la Méduse (Version 2),",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195255,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123522,"Kâthe-Kollwitz-Preis 1996,",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195256,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123523,"Prints ,",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195257,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123524,"Never give up before it's too late | N´abandonne jamais avant qu´il soit trop tard,",Martin Kippenberger,1997,Still Images,2015,http://www.moma.org/collection/works/195258,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123525,"No Drawing No Cry,",Martin Kippenberger,2000,Still Images,2015,http://www.moma.org/collection/works/195259,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123539,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195438,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123540,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195439,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123541,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195440,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123542,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195441,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123543,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195442,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123544,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195443,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123545,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195444,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123546,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195445,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123547,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195446,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123548,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195447,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123549,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195448,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123550,Untitled (for Parkett no. 95),Wael Shawky,2014,Still Images,2015,http://www.moma.org/collection/works/195449,M,Egyptian,Egypt,EGY,Global South,Middle east,MoMA (sampled)
123552,"Untitled, plate 1 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195476,F,American,United States,USA,Global North,North America,MoMA (sampled)
123553,"Untitled, plate 2 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195477,F,American,United States,USA,Global North,North America,MoMA (sampled)
123554,"Untitled, plate 3 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195478,F,American,United States,USA,Global North,North America,MoMA (sampled)
123555,"Untitled, plate 4 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195479,F,American,United States,USA,Global North,North America,MoMA (sampled)
123556,"Untitled, plate 5 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195480,F,American,United States,USA,Global North,North America,MoMA (sampled)
123557,"Untitled, plate 6 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195481,F,American,United States,USA,Global North,North America,MoMA (sampled)
123558,"Untitled, plate 7 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195482,F,American,United States,USA,Global North,North America,MoMA (sampled)
123559,"Untitled, plate 8 of 8, from the maquette of the illustrated book, the puritan",Louise Bourgeois,1990,Still Images,2010,http://www.moma.org/collection/works/195483,F,American,United States,USA,Global North,North America,MoMA (sampled)
123560,"Artfan, no. 1",,1991,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
