Title;Artist;dateCreated;Department;dateAcquired;URL;Gender;Nationality;Nation;country_code;Divide;Region;Source
Untitled Number 14;Susan Unterberg;1999;Still Images;2000;http://www.moma.org/collection/works/57798;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled Number 26;Susan Unterberg;1999;Still Images;2000;http://www.moma.org/collection/works/57802;F;American;United States;USA;Global North;North America;MoMA (sampled)
Gianni;Philip-Lorca diCorcia;1984;Still Images;2001;http://www.moma.org/collection/works/57809;M;American;United States;USA;Global North;North America;MoMA (sampled)
Sergio and Totti;Philip-Lorca diCorcia;1985;Still Images;2001;http://www.moma.org/collection/works/57812;M;American;United States;USA;Global North;North America;MoMA (sampled)
Fred;Philip-Lorca diCorcia;1986;Still Images;2001;http://www.moma.org/collection/works/57815;M;American;United States;USA;Global North;North America;MoMA (sampled)
Igor;Philip-Lorca diCorcia;1987;Still Images;2001;http://www.moma.org/collection/works/57818;M;American;United States;USA;Global North;North America;MoMA (sampled)
Auden;Philip-Lorca diCorcia;1988;Still Images;2001;http://www.moma.org/collection/works/57821;M;American;United States;USA;Global North;North America;MoMA (sampled)
Brian;Philip-Lorca diCorcia;1988;Still Images;2001;http://www.moma.org/collection/works/57824;M;American;United States;USA;Global North;North America;MoMA (sampled)
Madras;Philip-Lorca diCorcia;1988;Still Images;2001;http://www.moma.org/collection/works/57827;M;American;United States;USA;Global North;North America;MoMA (sampled)
Noemi;Philip-Lorca diCorcia;1989;Still Images;2001;http://www.moma.org/collection/works/57830;M;American;United States;USA;Global North;North America;MoMA (sampled)
Vittorio Scarpatti;Philip-Lorca diCorcia;1989;Still Images;2001;http://www.moma.org/collection/works/57833;M;American;United States;USA;Global North;North America;MoMA (sampled)
Auden, Emma and Dogs;Philip-Lorca diCorcia;1989;Still Images;2001;http://www.moma.org/collection/works/57836;M;American;United States;USA;Global North;North America;MoMA (sampled)
Mink;Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57839;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tim;Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57842;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Brent Booth; 21 years old; Des Moines, Iowa; $30";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57845;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Candy"" Robert Randall; 25 years old; Lynwood, California; $30";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57848;M;American;United States;USA;Global North;North America;MoMA (sampled)
"David Theodore Lane; 27 years old; Tuscon, Arizona; $30";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57851;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Edward Earle Windsor; 20 years old; Atlanta, Georgia; $30";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57854;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Joe Reeves; 37 years old; San Fernando, California; $40";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57857;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Ken Waters; 28 years old; Atlanta, Georgia; $30";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57860;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Kevin Gordon; 37 years old; Oakland, California; $40";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57862;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Mike Miller; 24 years old; Allentown, Pennsylvania; $25";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57865;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Ralph Smith; 21 years old; Ft. Lauderdale, Florida; $25";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57868;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Robert ""Sparky"" Anderson; 47 years old; Detroit, Michigan; $25";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57871;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Roy; ""in his twenties""; Los Angeles, California; $50";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57874;M;American;United States;USA;Global North;North America;MoMA (sampled)
"Gerald Hughes (a.k.a. Savage Fantasy); about 27 years old; Southern California; $50";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57877;M;American;United States;USA;Global North;North America;MoMA (sampled)
"William Charles Everlove; 26 years old; Stockholm, Sweden via Arizona; $40";Philip-Lorca diCorcia;1990;Still Images;2001;http://www.moma.org/collection/works/57880;M;American;United States;USA;Global North;North America;MoMA (sampled)
Bruno;Philip-Lorca diCorcia;1993;Still Images;2001;http://www.moma.org/collection/works/57883;M;American;United States;USA;Global North;North America;MoMA (sampled)
Los Angeles;Philip-Lorca diCorcia;1993;Still Images;2001;http://www.moma.org/collection/works/57886;M;American;United States;USA;Global North;North America;MoMA (sampled)
New York;Philip-Lorca diCorcia;1993;Still Images;2001;http://www.moma.org/collection/works/57889;M;American;United States;USA;Global North;North America;MoMA (sampled)
New York;Philip-Lorca diCorcia;1993;Still Images;2001;http://www.moma.org/collection/works/57892;M;American;United States;USA;Global North;North America;MoMA (sampled)
New York;Philip-Lorca diCorcia;1994;Still Images;2001;http://www.moma.org/collection/works/57895;M;American;United States;USA;Global North;North America;MoMA (sampled)
Rome;Philip-Lorca diCorcia;1995;Still Images;2001;http://www.moma.org/collection/works/57898;M;American;United States;USA;Global North;North America;MoMA (sampled)
Hong Kong;Philip-Lorca diCorcia;1996;Still Images;2001;http://www.moma.org/collection/works/57901;M;American;United States;USA;Global North;North America;MoMA (sampled)
Paris;Philip-Lorca diCorcia;1996;Still Images;2001;http://www.moma.org/collection/works/57904;M;American;United States;USA;Global North;North America;MoMA (sampled)
Arizona;Lee Friedlander;1993;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Arizona;Lee Friedlander;1993;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Arizona;Lee Friedlander;1993;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
New City;Lee Friedlander;1994;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
New City, New York;Lee Friedlander;1994;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tokyo;Lee Friedlander;1994;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tokyo, Japan;Lee Friedlander;1994;Still Images;2001;http://www.moma.org/collection/works/57925;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tokyo;Lee Friedlander;1994;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tokyo;Lee Friedlander;1994;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Oaxaca;Lee Friedlander;1995;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Oaxaca, Mexico;Lee Friedlander;1995;Still Images;2001;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Two Nails;Vik Muniz;1987;Still Images;2001;;M;Brazilian;Brazil;BRA;Global South;South/Latin America;MoMA (sampled)
The Brown Sisters, Eastham, Massachusetts;Nicholas Nixon;2000;Still Images;2001;http://www.moma.org/collection/works/57943;M;American;United States;USA;Global North;North America;MoMA (sampled)
Arizona;Lee Friedlander;1995;Still Images;2000;;M;American;United States;USA;Global North;North America;MoMA (sampled)
New City;Lee Friedlander;1996;Still Images;2000;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Santa Fe;Lee Friedlander;1995;Still Images;2000;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Finland;Lee Friedlander;1995;Still Images;2000;;M;American;United States;USA;Global North;North America;MoMA (sampled)
Finland;Lee Friedlander;1995;Still Images;2000;;M;American;United States;USA;Global North;North America;MoMA (sampled)
The Gateways of the Germans;Horst Hoheisel;1997;Still Images;2000;;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Book and Mirror on Round Table;Abelardo Morell;2000;Still Images;2000;http://www.moma.org/collection/works/58114;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled from the series Rapture;Shirin Neshat;1999;Still Images;2000;http://www.moma.org/collection/works/58115;F;Iranian;Iran;IRN;Global South;Middle east;MoMA (sampled)
Olive Trees after the Heat;JoAnn Verburg;1998;Still Images;2000;http://www.moma.org/collection/works/58117;F;American;United States;USA;Global North;North America;MoMA (sampled)
"""Photo Emerges After Khomeini's Frenzied Funeral""";Associated Press;1989;Still Images;2001;http://www.moma.org/collection/works/58540;missing;missing;missing;missing;missing;missing;MoMA (sampled)
"""Trial Suspended as Bakker is Committed for Tests""";Chuck Burton/Associated Press;1989;Still Images;2001;http://www.moma.org/collection/works/58562;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Mother of Ali Paqarizi Weeps Over His Body in Kosovo""";Alan Chin;1998;Still Images;2001;http://www.moma.org/collection/works/58574;M;Nationality unknown;missing;missing;missing;missing;MoMA (sampled)
Louise Woodward;Suzanne De Chillo/The New York Times;1998;Still Images;2001;http://www.moma.org/collection/works/58578;F;Nationality unknown;missing;missing;missing;missing;MoMA (sampled)
A City Firefighter's Funeral in Agonzing Replay;Vic Delucia/The New York Times;1996;Still Images;2001;http://www.moma.org/collection/works/58580;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Sarajevo""";Fehim Demir/Agence France-Presse;1995;Still Images;2001;http://www.moma.org/collection/works/58581;M;Bosnian;Bosnia And Herzegovina;BIH;Global South;Europe;MoMA (sampled)
David Dinkins Campaigns for Re-Election;Susan Harris/The New York Times;1993;Still Images;2001;http://www.moma.org/collection/works/58603;F;American;United States;USA;Global North;North America;MoMA (sampled)
For a Moment, Leaving a Fast Clip to Others;Edward Keating/The New York Times;1995;Still Images;2001;http://www.moma.org/collection/works/58624;M;American;United States;USA;Global North;North America;MoMA (sampled)
World Series Champions;Larry C. Morris/The New York Times;1986;Still Images;2001;http://www.moma.org/collection/works/58641;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""For All, East and West, a Day Like No Other""";Keith Pannel/Mail on Sunday;1989;Still Images;2001;http://www.moma.org/collection/works/58664;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Two Youths Arraigned on Charge of Scrawling Hate Graffiti;Glen Pettit/The New York Times;1993;Still Images;2001;http://www.moma.org/collection/works/58667;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Deliverance""";Douglas C. Pizac/Associated Press;1986;Still Images;2001;http://www.moma.org/collection/works/58669;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Earthquake in Northern California""";Kent Porter/The Press Democrat via Assocated Press;1989;Still Images;2001;http://www.moma.org/collection/works/58670;M;American;United States;USA;Global North;North America;MoMA (sampled)
"""Victims""";Reuters;1985;Still Images;2001;http://www.moma.org/collection/works/58687;missing;missing;missing;missing;missing;missing;MoMA (sampled)
"""Protest on Hold""";Cliff Schiappa/Associated Press;1990;Still Images;2001;http://www.moma.org/collection/works/58691;M;American;United States;USA;Global North;North America;MoMA (sampled)
Lakers at the Knicks;Barton Silverman/The New York Times;1992;Still Images;2001;http://www.moma.org/collection/works/58694;M;American;United States;USA;Global North;North America;MoMA (sampled)
Bernhard Goetz as He Arrived Home;Marilynn K. Yee/The New York Times;1987;Still Images;2001;http://www.moma.org/collection/works/58828;F;American;United States;USA;Global North;North America;MoMA (sampled)
World Trade Center Bombing;Marilynn K. Yee/The New York Times;1993;Still Images;2001;http://www.moma.org/collection/works/58829;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled;Jan Groover;1983;Still Images;2011;;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled;Jan Groover;1985;Still Images;2011;;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled;Jan Groover;1993;Still Images;2011;;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, plate 1 of 14, from the portfolio, Autobiographical Series;Louise Bourgeois;1994;Still Images;2008;http://www.moma.org/collection/works/59459;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, plate 1 of 14, from the portfolio, Autobiographical Series;Louise Bourgeois;1994;Still Images;2008;;F;American;United States;USA;Global North;North America;MoMA (sampled)
